locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDJNIECG_00349	CDS	957	cah	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DDJNIECG_00350	CDS	783				hypothetical protein
DDJNIECG_00351	CDS	912	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
DDJNIECG_00352	CDS	1548	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
DDJNIECG_00353	CDS	1350	putP		COG0591	High-affinity proline transporter PutP
DDJNIECG_00354	CDS	1236	putR_1			Proline-responsive transcriptional activator PutR
DDJNIECG_00355	CDS	858			COG3689	Putative two-component membrane permease complex subunit SMU_746c
DDJNIECG_00356	CDS	885			COG0701	Putative two-component membrane permease complex subunit SMU_747c
DDJNIECG_00357	CDS	855	bphD	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
DDJNIECG_00358	CDS	1011	yumC_1	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
DDJNIECG_00359	CDS	1446	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
DDJNIECG_00360	CDS	321	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
DDJNIECG_00361	CDS	2418	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
DDJNIECG_00362	CDS	2133	nasC	1.7.99.4	COG0243	Assimilatory nitrate reductase catalytic subunit
DDJNIECG_00363	CDS	2316	nasB		COG1251	Assimilatory nitrate reductase electron transfer subunit
DDJNIECG_00364	CDS	1206	nasA			Nitrate transporter
DDJNIECG_00365	CDS	915	folE2	3.5.4.16		GTP cyclohydrolase FolE2
DDJNIECG_00366	CDS	585	yciB	2.-.-.-	COG1376	Putative L,D-transpeptidase YciB
DDJNIECG_00367	CDS	1194	yciC		COG0523	Putative metal chaperone YciC
DDJNIECG_00368	CDS	681	yecS		COG0765	L-cystine transport system permease protein YecS
DDJNIECG_00369	CDS	864	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
DDJNIECG_00370	CDS	102				hypothetical protein
DDJNIECG_00371	CDS	90				hypothetical protein
DDJNIECG_00372	CDS	456				hypothetical protein
DDJNIECG_00373	CDS	333				hypothetical protein
DDJNIECG_00374	CDS	1434	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
DDJNIECG_00375	CDS	399	nin			DNA-entry nuclease inhibitor
DDJNIECG_00376	CDS	450	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
DDJNIECG_00377	CDS	1722				hypothetical protein
DDJNIECG_00378	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
DDJNIECG_00379	CDS	633	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
DDJNIECG_00380	CDS	363	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
DDJNIECG_00381	CDS	10764	srfAA		COG0318	Surfactin synthase subunit 1
DDJNIECG_00382	CDS	10752	srfAB			Surfactin synthase subunit 2
DDJNIECG_00383	CDS	3828	srfAC		COG3319	Surfactin synthase subunit 3
DDJNIECG_00384	CDS	729	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
DDJNIECG_00385	CDS	1227				hypothetical protein
DDJNIECG_00386	CDS	558				hypothetical protein
DDJNIECG_00387	CDS	939				hypothetical protein
DDJNIECG_00388	CDS	1335	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
DDJNIECG_00389	CDS	498	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
DDJNIECG_00390	CDS	648				hypothetical protein
DDJNIECG_00391	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
DDJNIECG_00392	CDS	705	tcyB		COG0765	L-cystine transport system permease protein TcyB
DDJNIECG_00393	CDS	807	tcyA		COG0834	L-cystine-binding protein TcyA
DDJNIECG_00394	CDS	873	benM			HTH-type transcriptional regulator BenM
DDJNIECG_00395	CDS	615	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
DDJNIECG_00396	CDS	1422	bsdC	4.1.1.-	COG0043	Phenolic acid decarboxylase subunit C
DDJNIECG_00397	CDS	228	bsdD	4.1.1.-		Phenolic acid decarboxylase subunit D
DDJNIECG_00398	CDS	465				hypothetical protein
DDJNIECG_00399	CDS	846	pip	3.4.11.5		Proline iminopeptidase
DDJNIECG_00400	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
DDJNIECG_00401	CDS	1755				hypothetical protein
DDJNIECG_00402	CDS	222				hypothetical protein
DDJNIECG_00403	CDS	1635	gerBA_1			Spore germination protein B1
DDJNIECG_00404	CDS	1224	gerBC_1			Spore germination protein B3
DDJNIECG_00405	CDS	1122	yndE_1			Spore germination protein YndE
DDJNIECG_00406	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DDJNIECG_00407	CDS	1461				hypothetical protein
DDJNIECG_00408	CDS	684	srrA_1		COG0745	Transcriptional regulatory protein SrrA
DDJNIECG_00409	CDS	1419	rcsC	2.7.13.3		Sensor histidine kinase RcsC
DDJNIECG_00410	CDS	1149	rapF_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
DDJNIECG_00411	CDS	123	phrC			Phosphatase RapC inhibitor
DDJNIECG_00412	CDS	90				hypothetical protein
DDJNIECG_00413	CDS	114				hypothetical protein
DDJNIECG_00414	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
DDJNIECG_00415	CDS	951	fatD			Ferric-anguibactin transport system permease protein FatD
DDJNIECG_00416	CDS	948	fatC			Ferric-anguibactin transport system permease protein FatC
DDJNIECG_00417	CDS	759	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
DDJNIECG_00418	CDS	954	yclQ		COG4607	putative ABC transporter solute-binding protein YclQ
DDJNIECG_00419	CDS	1419	emrY_2			putative multidrug resistance protein EmrY
DDJNIECG_00420	CDS	879				hypothetical protein
DDJNIECG_00421	CDS	750	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
DDJNIECG_00422	CDS	288	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
DDJNIECG_00423	CDS	315				hypothetical protein
DDJNIECG_00424	CDS	1440	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
DDJNIECG_00425	CDS	1311	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
DDJNIECG_00426	CDS	1389	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
DDJNIECG_00427	CDS	864	glcU		COG4975	Glucose uptake protein GlcU
DDJNIECG_00428	CDS	786	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
DDJNIECG_00429	CDS	615	ycnI		COG4549	putative protein YcnI
DDJNIECG_00430	CDS	1626	ycnJ		COG1276	Copper transport protein YcnJ
DDJNIECG_00431	CDS	573	ycnK		COG1349	HTH-type transcriptional repressor YcnK
DDJNIECG_00432	CDS	354	ycnL			putative protein YcnL
DDJNIECG_00433	CDS	1437	mtlA			PTS system mannitol-specific EIICB component
DDJNIECG_00434	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
DDJNIECG_00435	CDS	1122	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
DDJNIECG_00436	CDS	1059	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
DDJNIECG_00437	CDS	243				hypothetical protein
DDJNIECG_00438	CDS	426	sipU	3.4.21.89	COG0681	Signal peptidase I U
DDJNIECG_00439	CDS	609				hypothetical protein
DDJNIECG_00440	CDS	393	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DDJNIECG_00441	CDS	165				hypothetical protein
DDJNIECG_00442	CDS	750	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
DDJNIECG_00443	CDS	774				hypothetical protein
DDJNIECG_00444	CDS	1215	mntH_1			Divalent metal cation transporter MntH
DDJNIECG_00445	CDS	792		4.2.1.-	COG4336	Putative hydro-lyase
DDJNIECG_00446	CDS	723	kipI		COG2049	Kinase A inhibitor
DDJNIECG_00447	CDS	1008	kipA		COG1984	KipI antagonist
DDJNIECG_00448	CDS	756	kipR		COG1414	HTH-type transcriptional regulator KipR
DDJNIECG_00449	CDS	642	lipC_1	3.-.-.-	COG2755	Spore germination lipase LipC
DDJNIECG_00450	CDS	246				hypothetical protein
DDJNIECG_00451	CDS	288				hypothetical protein
DDJNIECG_00452	CDS	2007				hypothetical protein
DDJNIECG_00453	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
DDJNIECG_00454	CDS	2085	mtlR			Transcriptional regulator MtlR
DDJNIECG_00455	CDS	1512	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
DDJNIECG_00456	CDS	597	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DDJNIECG_00457	CDS	861	ydaD_1	1.-.-.-		General stress protein 39
DDJNIECG_00458	CDS	504	ydaE	5.3.1.-	COG3822	putative D-lyxose ketol-isomerase
DDJNIECG_00459	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
DDJNIECG_00460	CDS	423	ydaG		COG3871	General stress protein 26
DDJNIECG_00461	CDS	810	amj			Lipid II flippase Amj
DDJNIECG_00462	CDS	291				hypothetical protein
DDJNIECG_00463	CDS	435	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
DDJNIECG_00464	CDS	2184	topB	5.99.1.2	COG0550	DNA topoisomerase 3
DDJNIECG_00465	CDS	1089				hypothetical protein
DDJNIECG_00466	CDS	852	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
DDJNIECG_00467	CDS	1731				hypothetical protein
DDJNIECG_00468	CDS	1263		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
DDJNIECG_00469	CDS	2121				hypothetical protein
DDJNIECG_00470	CDS	1824				hypothetical protein
DDJNIECG_00471	CDS	450	rppH	3.6.1.-		RNA pyrophosphohydrolase
DDJNIECG_00472	CDS	1725	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
DDJNIECG_00473	CDS	267				hypothetical protein
DDJNIECG_00474	CDS	1278	mntH_2		COG1914	Divalent metal cation transporter MntH
DDJNIECG_00475	CDS	258				hypothetical protein
DDJNIECG_00476	CDS	453				hypothetical protein
DDJNIECG_00477	CDS	819				hypothetical protein
DDJNIECG_00478	CDS	372	gsiB		COG3729	Glucose starvation-inducible protein B
DDJNIECG_00479	CDS	342				hypothetical protein
DDJNIECG_00480	CDS	360				hypothetical protein
DDJNIECG_00481	CDS	822	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
DDJNIECG_00482	CDS	1053	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
DDJNIECG_00483	CDS	1608	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
DDJNIECG_00484	CDS	681	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
DDJNIECG_00485	CDS	1266	dctA		COG1301	C4-dicarboxylate transport protein
DDJNIECG_00486	CDS	1053				hypothetical protein
DDJNIECG_00487	CDS	927	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
DDJNIECG_00488	CDS	768				hypothetical protein
DDJNIECG_00489	CDS	336				hypothetical protein
DDJNIECG_00490	CDS	1146	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
DDJNIECG_00491	CDS	147				hypothetical protein
DDJNIECG_00492	CDS	165				hypothetical protein
DDJNIECG_00493	CDS	873			COG0053	putative cation efflux system protein
DDJNIECG_00494	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
DDJNIECG_00495	CDS	1086	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
DDJNIECG_00496	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DDJNIECG_00497	CDS	1485	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
DDJNIECG_00498	CDS	480				hypothetical protein
DDJNIECG_00499	CDS	1482				hypothetical protein
DDJNIECG_00500	CDS	600				hypothetical protein
DDJNIECG_00501	CDS	366	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DDJNIECG_00502	CDS	1017	ydcC		COG2834	Sporulation protein YdcC
DDJNIECG_00503	CDS	1170	alr	5.1.1.1		Alanine racemase
DDJNIECG_00504	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
DDJNIECG_00505	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
DDJNIECG_00506	CDS	822	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
DDJNIECG_00507	CDS	366	rsbS		COG1366	RsbT antagonist protein RsbS
DDJNIECG_00508	CDS	402	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
DDJNIECG_00509	CDS	1008	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
DDJNIECG_00510	CDS	330	rsbV		COG1366	Anti-sigma-B factor antagonist
DDJNIECG_00511	CDS	483	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
DDJNIECG_00512	CDS	789	sigB		COG1191	RNA polymerase sigma-B factor
DDJNIECG_00513	CDS	600	rsbX	3.1.3.3		Phosphoserine phosphatase RsbX
DDJNIECG_00514	CDS	117				hypothetical protein
DDJNIECG_00515	CDS	162				hypothetical protein
DDJNIECG_00516	CDS	162				hypothetical protein
DDJNIECG_00517	CDS	441				hypothetical protein
DDJNIECG_00518	CDS	444				hypothetical protein
DDJNIECG_00519	CDS	2160	yhgF		COG2183	Protein YhgF
DDJNIECG_00520	CDS	453				Protein SprT-like protein
DDJNIECG_00521	tRNA	75				tRNA-Asn(gtt)
DDJNIECG_00522	tRNA	91				tRNA-Ser(gct)
DDJNIECG_00523	tRNA	72				tRNA-Glu(ttc)
DDJNIECG_00524	tRNA	75				tRNA-Gln(ttg)
DDJNIECG_00525	tRNA	76				tRNA-Lys(ttt)
DDJNIECG_00526	tRNA	83				tRNA-Leu(tag)
DDJNIECG_00527	tRNA	84				tRNA-Leu(gag)
DDJNIECG_00528	CDS	1020				hypothetical protein
DDJNIECG_00529	CDS	411	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
DDJNIECG_00530	CDS	450	lrpC_3		COG1522	HTH-type transcriptional regulator LrpC
DDJNIECG_00531	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
DDJNIECG_00532	CDS	765				hypothetical protein
DDJNIECG_00533	CDS	1311	rfnT_1			Riboflavin transporter RfnT
DDJNIECG_00534	CDS	192				hypothetical protein
DDJNIECG_00535	CDS	177				hypothetical protein
DDJNIECG_00536	CDS	687				hypothetical protein
DDJNIECG_00537	CDS	186				hypothetical protein
DDJNIECG_00538	CDS	594	ydeA_1	3.2.-.-	COG0693	putative protease YdeA
DDJNIECG_00539	CDS	201	cspC		COG1278	Cold shock protein CspC
DDJNIECG_00540	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
DDJNIECG_00541	CDS	231				hypothetical protein
DDJNIECG_00542	CDS	876	rhaS_3			HTH-type transcriptional activator RhaS
DDJNIECG_00543	CDS	960	yicL		COG0697	putative inner membrane transporter YicL
DDJNIECG_00544	CDS	873	rhaR_1			HTH-type transcriptional activator RhaR
DDJNIECG_00545	CDS	1389	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
DDJNIECG_00546	CDS	1290	rfnT_2			Riboflavin transporter RfnT
DDJNIECG_00547	CDS	375				hypothetical protein
DDJNIECG_00548	CDS	594				hypothetical protein
DDJNIECG_00549	CDS	660				hypothetical protein
DDJNIECG_00550	CDS	864				hypothetical protein
DDJNIECG_00551	CDS	1392	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
DDJNIECG_00552	CDS	426				hypothetical protein
DDJNIECG_00553	CDS	573	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
DDJNIECG_00554	CDS	330	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
DDJNIECG_00555	CDS	873				hypothetical protein
DDJNIECG_00556	CDS	387	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
DDJNIECG_00557	CDS	585	ywrO_1	1.6.99.-	COG2249	General stress protein 14
DDJNIECG_00558	CDS	1188				hypothetical protein
DDJNIECG_00559	CDS	597				putative HTH-type transcriptional regulator
DDJNIECG_00560	CDS	336	aseR		COG0640	HTH-type transcriptional repressor AseR
DDJNIECG_00561	CDS	1308	arsB_1		COG1055	Arsenical pump membrane protein
DDJNIECG_00562	CDS	777				hypothetical protein
DDJNIECG_00563	CDS	921				hypothetical protein
DDJNIECG_00564	CDS	1449	norG_1		COG1167	HTH-type transcriptional regulator NorG
DDJNIECG_00565	CDS	624				hypothetical protein
DDJNIECG_00566	CDS	681				hypothetical protein
DDJNIECG_00567	CDS	444				hypothetical protein
DDJNIECG_00568	CDS	174				hypothetical protein
DDJNIECG_00569	CDS	1164				hypothetical protein
DDJNIECG_00570	CDS	642	degU_1		COG2197	Transcriptional regulatory protein DegU
DDJNIECG_00571	CDS	2175	ydfJ		COG2409	Membrane protein YdfJ
DDJNIECG_00572	CDS	903	nap	3.1.1.1	COG0596	putative carboxylesterase nap
DDJNIECG_00573	CDS	690	ydfK		COG1811	putative membrane protein YdfK
DDJNIECG_00574	CDS	813				hypothetical protein
DDJNIECG_00575	CDS	894	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
DDJNIECG_00576	CDS	621	mhqN	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase MhqN
DDJNIECG_00577	CDS	939	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
DDJNIECG_00578	CDS	390	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
DDJNIECG_00579	CDS	339				hypothetical protein
DDJNIECG_00580	CDS	237				hypothetical protein
DDJNIECG_00581	CDS	294				hypothetical protein
DDJNIECG_00582	CDS	231				hypothetical protein
DDJNIECG_00583	CDS	678				hypothetical protein
DDJNIECG_00584	CDS	708				hypothetical protein
DDJNIECG_00585	CDS	432	cotP		COG0071	Spore coat protein P
DDJNIECG_00586	CDS	243				hypothetical protein
DDJNIECG_00587	CDS	273				hypothetical protein
DDJNIECG_00588	CDS	588				hypothetical protein
DDJNIECG_00589	CDS	345				hypothetical protein
DDJNIECG_00590	CDS	474	yycN_1	2.3.1.-	COG0454	putative N-acetyltransferase YycN
DDJNIECG_00591	CDS	1644	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
DDJNIECG_00592	CDS	1377	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
DDJNIECG_00593	CDS	519				hypothetical protein
DDJNIECG_00594	CDS	513				hypothetical protein
DDJNIECG_00595	CDS	2658	ydgH		COG2409	Putative membrane protein YdgH
DDJNIECG_00596	CDS	630	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
DDJNIECG_00597	CDS	435	slyA			Transcriptional regulator SlyA
DDJNIECG_00598	CDS	1209	bcr			Bicyclomycin resistance protein
DDJNIECG_00599	CDS	738				hypothetical protein
DDJNIECG_00600	CDS	675	rspR		COG1802	HTH-type transcriptional repressor RspR
DDJNIECG_00601	CDS	1263	ydhD_1	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
DDJNIECG_00602	CDS	1188	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
DDJNIECG_00603	CDS	711				hypothetical protein
DDJNIECG_00604	CDS	1389	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
DDJNIECG_00605	CDS	372	fra		COG5646	Intracellular iron chaperone frataxin
DDJNIECG_00606	CDS	498				hypothetical protein
DDJNIECG_00607	CDS	480				hypothetical protein
DDJNIECG_00608	CDS	978				hypothetical protein
DDJNIECG_00609	CDS	567	ydhK			putative protein YdhK
DDJNIECG_00610	CDS	1167	pbuE_3		COG2814	Purine efflux pump PbuE
DDJNIECG_00611	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
DDJNIECG_00612	CDS	333	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
DDJNIECG_00613	CDS	1329	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
DDJNIECG_00614	CDS	1398	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
DDJNIECG_00615	CDS	714	gmuR		COG2188	HTH-type transcriptional regulator GmuR
DDJNIECG_00616	CDS	900	gmuE	2.7.1.4	COG1940	Putative fructokinase
DDJNIECG_00617	CDS	948	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
DDJNIECG_00618	CDS	1089	gmuG	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
DDJNIECG_00619	CDS	456				hypothetical protein
DDJNIECG_00620	CDS	195				hypothetical protein
DDJNIECG_00621	tRNA	77				tRNA-Arg(acg)
DDJNIECG_00622	tRNA	74				tRNA-Gly(tcc)
DDJNIECG_00623	CDS	255				hypothetical protein
DDJNIECG_00624	tRNA	77				tRNA-Met(cat)
DDJNIECG_00625	tRNA	77				tRNA-Asp(gtc)
DDJNIECG_00626	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
DDJNIECG_00627	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DDJNIECG_00628	CDS	690	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
DDJNIECG_00629	CDS	456	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
DDJNIECG_00630	CDS	1023	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DDJNIECG_00631	CDS	1929	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
DDJNIECG_00632	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
DDJNIECG_00633	CDS	648	rex		COG2344	Redox-sensing transcriptional repressor Rex
DDJNIECG_00634	CDS	174	tatAy_1			Sec-independent protein translocase protein TatAy
DDJNIECG_00635	CDS	756	tatC2		COG0805	Sec-independent protein translocase protein TatCy
DDJNIECG_00636	CDS	192				hypothetical protein
DDJNIECG_00637	CDS	735				hypothetical protein
DDJNIECG_00638	CDS	285	groS		COG0234	10 kDa chaperonin
DDJNIECG_00639	CDS	1635	groL		COG0459	60 kDa chaperonin
DDJNIECG_00640	CDS	348				hypothetical protein
DDJNIECG_00641	CDS	99				hypothetical protein
DDJNIECG_00642	CDS	2502				hypothetical protein
DDJNIECG_00643	CDS	1062	gutB_1	1.1.1.14	COG1063	Sorbitol dehydrogenase
DDJNIECG_00644	CDS	1377	xylP_1			Isoprimeverose transporter
DDJNIECG_00645	CDS	963	scrK	2.7.1.4	COG0524	Fructokinase
DDJNIECG_00646	CDS	318				hypothetical protein
DDJNIECG_00647	CDS	687	ydjF		COG1842	Phage shock protein A 
DDJNIECG_00648	CDS	1026				hypothetical protein
DDJNIECG_00649	CDS	762				hypothetical protein
DDJNIECG_00650	CDS	1005				hypothetical protein
DDJNIECG_00651	CDS	1932	oatA_1	2.3.1.-		O-acetyltransferase OatA
DDJNIECG_00652	CDS	861	rsiV_1			Anti-sigma-V factor RsiV
DDJNIECG_00653	CDS	498	sigV_1		COG1595	RNA polymerase sigma factor SigV
DDJNIECG_00654	CDS	1041	gutB_2	1.1.1.14	COG1063	Sorbitol dehydrogenase
DDJNIECG_00655	CDS	369	ydjM_1			putative protein YdjM
DDJNIECG_00656	CDS	1047	tolB			Protein TolB
DDJNIECG_00657	CDS	159				hypothetical protein
DDJNIECG_00658	CDS	1539	cotA		COG2132	Spore coat protein A
DDJNIECG_00659	CDS	1386	gabP		COG1113	GABA permease
DDJNIECG_00660	CDS	873	fieF		COG0053	Ferrous-iron efflux pump FieF
DDJNIECG_00661	CDS	963				hypothetical protein
DDJNIECG_00662	CDS	1185				hypothetical protein
DDJNIECG_00663	CDS	2208				hypothetical protein
DDJNIECG_00664	CDS	1551	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
DDJNIECG_00665	CDS	1263	purD_1	6.3.4.13		Phosphoribosylamine--glycine ligase
DDJNIECG_00666	CDS	1212	ddl_2	6.3.2.4		D-alanine--D-alanine ligase
DDJNIECG_00667	CDS	885	pphA	3.11.1.3		Phosphonopyruvate hydrolase
DDJNIECG_00668	CDS	1200		2.6.1.1		Aspartate aminotransferase
DDJNIECG_00669	CDS	1233	mdtH_1			Multidrug resistance protein MdtH
DDJNIECG_00670	CDS	534	sigV_2		COG1595	RNA polymerase sigma factor SigV
DDJNIECG_00671	CDS	1443				hypothetical protein
DDJNIECG_00672	CDS	1323	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
DDJNIECG_00673	CDS	783				hypothetical protein
DDJNIECG_00674	CDS	183				hypothetical protein
DDJNIECG_00675	CDS	552				hypothetical protein
DDJNIECG_00676	CDS	198				hypothetical protein
DDJNIECG_00677	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
DDJNIECG_00678	CDS	1182	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
DDJNIECG_00679	CDS	1293	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
DDJNIECG_00680	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DDJNIECG_00681	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
DDJNIECG_00682	CDS	684	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
DDJNIECG_00683	CDS	2229	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
DDJNIECG_00684	CDS	1431	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
DDJNIECG_00685	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DDJNIECG_00686	CDS	588	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
DDJNIECG_00687	CDS	1539	purH			Bifunctional purine biosynthesis protein PurH
